Reviews,Sentiments
meanders between its powerful moments . ,neg
a waste of fearless purity in the acting craft . ,neg
"it's rare to find a film that dazzles the eye , challenges the brain , and satisfies our lust for fast-paced action , but minority report delivers all that and a whole lot more . ",pos
evokes a little of the fear that parents have for the possible futures of their children--and the sometimes bad choices mothers and fathers make in the interests of doing them good . ,pos
"the ring is worth a look , if you don't demand much more than a few cheap thrills from your halloween entertainment . ",pos
in terms of execution this movie is careless and unfocused . ,neg
"sound the trumpets : for the first time since desperately seeking susan , madonna doesn't suck as an actress . ",pos
"an invaluable historical document thanks to the filmmaker's extraordinary access to massoud , whose charm , cultivation and devotion to his people are readily apparent . ",pos
"if melville is creatively a great whale , this film is canned tuna . ",neg
"É uma pena que , mais tarde , o próprio filme abandone o tom de paródia e passe a utilizar os mesmos clichês que havia satirizado . ",pos
"there are some fairly unsettling scenes , but they never succeed in really rattling the viewer . ",neg
'how many more voyages can this limping but dearly-loved franchise survive ? ',neg
dripping with cliche and bypassing no opportunity to trivialize the material . ,neg
"a gorgeous , high-spirited musical from india that exquisitely blends music , dance , song , and high drama . ",pos
"goldmember has none of the visual wit of the previous pictures , and it looks as though jay roach directed the film from the back of a taxicab . ",neg
" "" the best disney movie since the lion king "" ",pos
"' . . . the cast portrays their cartoon counterparts well . . . but quite frankly , scoob and shag don't eat enough during the film . '",neg
"i don't know if frailty will turn bill paxton into an a-list director , but he can rest contentedly with the knowledge that he's made at least one damn fine horror movie . ",pos
"what ensues are much blood-splattering , mass drug-induced bowel evacuations , and none-too-funny commentary on the cultural distinctions between americans and brits . ",neg
"the lower your expectations , the more you'll enjoy it . ",neg
"shame on writer/director vicente aranda for making a florid biopic about mad queens , obsessive relationships , and rampant adultery so dull . ",neg
it's the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of sarah and harrison . ,pos
"fierce , glaring and unforgettable . ",pos
"parker should be commended for taking a fresh approach to familiar material , but his determination to remain true to the original text leads him to adopt a somewhat mannered tone . . . that ultimately dulls the human tragedy at the story's core . ",neg
you could easily mistake it for a sketchy work-in-progress that was inexplicably rushed to the megaplexes before its time . ,neg
"i've never seen ( a remake ) do anything as stomach-turning as the way adam sandler's new movie rapes , pillages and incinerates frank capra's classic . . . ",neg
"the low-budget full frontal was one of the year's murkiest , intentionally obscure and self-indulgent pictures , and solaris is its big-budget brother . ",neg
[a] stuporously solemn film . ,neg
"texan director george ratliff had unlimited access to families and church meetings , and he delivers fascinating psychological fare . ",pos
"at its best , this is grand-scale moviemaking for a larger-than-life figure , an artist who has been awarded mythic status in contemporary culture . ",pos
wiseman reveals the victims of domestic abuse in all of their pity and terror . ,pos
"a well-acted , but one-note film . ",neg
"i admired it , particularly that unexpected downer of an ending . ",pos
"nicole kidman evolved from star to superstar some time over the past year , which means that birthday girl is the kind of quirkily appealing minor movie she might not make for a while . ",pos
"it is a happy , heady jumble of thought and storytelling , an insane comic undertaking that ultimately coheres into a sane and breathtakingly creative film . ",pos
the immersive powers of the giant screen and its hyper-realistic images are put to perfect use in the breathtakingly beautiful outer-space documentary space station 3d . ,pos
"an "" o bruin , where art thou ? "" -style cross-country adventure . . . it has sporadic bursts of liveliness , some so-so slapstick and a few ear-pleasing songs on its soundtrack . ",neg
not even steven spielberg has dreamed up such blatant and sickening product placement in a movie . ,neg
"since dahmer resorts to standard slasher flick thrills when it should be most in the mind of the killer , it misses a major opportunity to be truly revelatory about his psyche . ",neg
"the story is far-flung , illogical , and plain stupid . ",neg
tries so hard to be quirky and funny that the strain is all too evident . ,neg
the film's center will not hold . ,neg
"a fantastic premise anchors this movie , but what it needs is either a more rigid , blair witch-style commitment to its mockumentary format , or a more straightforward , dramatic treatment , with all the grandiosity that that implies . ",pos
"there seems to be no clear path as to where the story's going , or how long it's going to take to get there . ",neg
fulford-wierzbicki . . . deftly captures the wise-beyond-her-years teen . ,pos
"unfortunately , kapur modernizes a . e . w . mason's story to suit the sensibilities of a young american , a decision that plucks "" the four feathers "" bare . ",neg
"after one gets the feeling that the typical hollywood disregard for historical truth and realism is at work here , it's a matter of finding entertainment in the experiences of zishe and the fiery presence of hanussen . ",pos
"workmanlike , maybe , but still a film with all the elements that made the other three great , scary times at the movies . ",pos
"only a few minutes elapse before the daddy of all slashers arrives , still with the boiler suit and white mask , which look remarkably clean for a guy who has been mass-murdering since 1978 but has never been seen doing laundry . ",neg
jaglom . . . put[s] the audience in the privileged position of eavesdropping on his characters,pos
"warm water under a red bridge is a quirky and poignant japanese film that explores the fascinating connections between women , water , nature , and sexuality . ",pos
"are monsters born , or made ? ",neg
"i've seen some bad singer-turned actors , but lil bow wow takes the cake . ",neg
"for all its brooding quality , ash wednesday is suspenseful and ultimately unpredictable , with a sterling ensemble cast . ",pos
"morvern callar confirms lynne ramsay as an important , original talent in international cinema . ",pos
"these spiders can outrun a motorcycle and wrap a person in a sticky cocoon in seconds , but they fall short of being interesting or entertaining . ",neg
seldom has a movie so closely matched the spirit of a man and his work . ,pos
"this isn't exactly profound cinema , but it's good-natured and sometimes quite funny . ",pos
a film of quiet power . ,pos
"patchy combination of soap opera , low-tech magic realism and , at times , ploddingly sociological commentary . ",neg
"uplifting as only a document of the worst possibilities of mankind can be , and among the best films of the year . ",pos
"cool gadgets and creatures keep this fresh . not as good as the original , but what is . . . ",pos
i found myself more appreciative of what the director was trying to do than of what he had actually done . ,neg
"this is surely one of the most frantic , virulent and foul-natured christmas season pics ever delivered by a hollywood studio . ",neg
"anyone who's ever suffered under a martinet music instructor has no doubt fantasized about what an unhappy , repressed and twisted personal life their tormentor deserved . these people are really going to love the piano teacher . ",pos
"reeboir varies between a sweet smile and an angry bark , while said attempts to wear down possible pupils through repetition . it has no affect on the kurds , but it wore me down . ",neg
easily the most thoughtful fictional examination of the root causes of anti-semitism ever seen on screen . ,pos
one fantastic ( and educational ) documentary . ,pos
like leafing through an album of photos accompanied by the sketchiest of captions . ,neg
a bad movie that happened to good actors . ,neg
"while some will object to the idea of a vietnam picture with such a rah-rah , patriotic tone , soldiers ultimately achieves its main strategic objective : dramatizing the human cost of the conflict that came to define a generation . ",pos
"an inexperienced director , mehta has much to learn . ",neg
"you watch for that sense of openness , the little surprises . ",pos
it will break your heart many times over . ,pos
"gangster no . 1 is solid , satisfying fare for adults . ",pos
we get some truly unique character studies and a cross-section of americana that hollywood couldn't possibly fictionalize and be believed . ,pos
"a timid , soggy near miss . ",neg
"frank capra played this story straight . but the 2002 film doesn't really believe in it , and breaks the mood with absurdly inappropriate 'comedy' scenes . ",neg
"they presume their audience won't sit still for a sociology lesson , however entertainingly presented , so they trot out the conventional science-fiction elements of bug-eyed monsters and futuristic women in skimpy clothes . ",neg
"here polanski looks back on those places he saw at childhood , and captures them by freeing them from artefact , and by showing them heartbreakingly drably . ",pos
"ensemble movies , like soap operas , depend on empathy . if there ain't none , you have a problem . ",neg
"beautiful , cold , oddly colorful and just plain otherworldly , a freaky bit of art that's there to scare while we delight in the images . ",pos
it's almost as if it's an elaborate dare more than a full-blooded film . ,neg
the film didn't convince me that calvin jr . 's barbershop represents some sort of beacon of hope in the middle of chicago's south side . ,neg
it turns out to be smarter and more diabolical than you could have guessed at the beginning . ,pos
the plot is so amusingly contrived and outlandish in its coincidences that no one could ever mistake it for anything resembling reality,pos
"in his latest effort , storytelling , solondz has finally made a movie that isn't just offensive -- it also happens to be good . ",pos
"the unique tug-of-war with viewer expectations is undeniable , if not a pleasure in its own right . ",pos
"the picture seems uncertain whether it wants to be an acidic all-male all about eve or a lush , swooning melodrama in the intermezzo strain . ",neg
"[lin chung's] voice is rather unexceptional , even irritating ( at least to this western ear ) , making it awfully hard to buy the impetus for the complicated love triangle that develops between the three central characters . ",neg
"the woodman seems to have directly influenced this girl-meets-girl love story , but even more reassuring is how its makers actually seem to understand what made allen's romantic comedies so pertinent and enduring . ",pos
"my precious new star wars movie is a lumbering , wheezy drag . . . ",neg
ozpetek's effort has the scope and shape of an especially well-executed television movie . ,pos
"though it inspires some ( out-of-field ) creative thought , the film is -- to its own detriment -- much more a cinematic collage than a polemical tract . ",neg
"perfectly enjoyable , instantly forgettable , nothing to write home about . ",neg
"if mr . zhang's subject matter is , to some degree at least , quintessentially american , his approach to storytelling might be called iranian . ",pos
"an exceptionally acted , quietly affecting cop drama . ",pos
the entire movie is in need of a scented bath . ,neg
"such a wildly uneven hit-and-miss enterprise , you can't help suspecting that it was improvised on a day-to-day basis during production . ",neg
"not so much a movie as a picture book for the big screen . this isn't my favorite in the series , still i enjoyed it enough to recommend . ",pos
"every time you look , sweet home alabama is taking another bummer of a wrong turn . ",neg
"deflated ending aside , there's much to recommend the film . ",pos
"a silly , self-indulgent film about a silly , self-indulgent filmmaker . ",neg
less about shakespeare than the spawn of fools who saw quentin tarantino's handful of raucous gangster films and branched out into their own pseudo-witty copycat interpretations . ,neg
"fessenden continues to do interesting work , and it would be nice to see what he could make with a decent budget . but the problem with wendigo , for all its effective moments , isn't really one of resources . ",neg
"analyze that regurgitates and waters down many of the previous film's successes , with a few new swings thrown in . ",neg
a baffling mixed platter of gritty realism and magic realism with a hard-to-swallow premise . ,neg
griffin & co . manage to be spectacularly outrageous . ,pos
this is the first film i've ever seen that had no obvious directing involved . ,neg
"an uncluttered , resonant gem that relays its universal points without lectures or confrontations . ",pos
"love may have been in the air onscreen , but i certainly wasn't feeling any of it . ",neg
"the picture , scored by a perversely cheerful marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety . ",neg
"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth's best soundtrack in years . ",pos
"it may not be history  but then again , what if it is ?  but it makes for one of the most purely enjoyable and satisfying evenings at the movies i've had in a while . ",pos
"yes , ballistic is silly . unfortunately , it's not silly fun unless you enjoy really bad movies . ",neg
"it kinda works and qualifies as cool at times , but is just too lame to work or be cool at others . ",neg
"this charming but slight tale has warmth , wit and interesting characters compassionately portrayed . ",pos
"the biggest problem i have ( other than the very sluggish pace ) is we never really see her esther blossom as an actress , even though her talent is supposed to be growing . ",neg
there is nothing redeeming about this movie . ,neg
"crudup's screen presence is the one thing that holds interest in the midst of a mushy , existential exploration of why men leave their families . ",neg
"shamelessly resorting to pee-related sight gags that might even cause tom green a grimace ; still , myer's energy and the silliness of it all eventually prevail",pos
"tom shadyac has learned a bit more craft since directing adams , but he still lingers over every point until the slowest viewer grasps it . ",neg
a processed comedy chop suey . ,neg
"most thrillers send audiences out talking about specific scary scenes or startling moments ; "" frailty "" leaves us with the terrifying message that the real horror may be waiting for us at home . ",pos
it's difficult to say whether the tuxedo is more boring or embarrassing--i'm prepared to call it a draw . ,neg
it's a sharp movie about otherwise dull subjects . ,pos
the script is too mainstream and the psychology too textbook to intrigue . ,neg
"rarely do films come along that are as intelligent , exuberant , and moving as monsoon wedding . ",pos
"if we're to slap protagonist genevieve leplouff because she's french , do we have that same option to slap her creators because they're clueless and inept ? ",neg
majidi gets uniformly engaging performances from his largely amateur cast . ,pos
"leigh isn't breaking new ground , but he knows how a daily grind can kill love . ",pos
"human nature , in short , isn't nearly as funny as it thinks it is ; neither is it as smart . ",neg
even those who would like to dismiss the film outright should find much to mull and debate . ,pos
"it's a thin notion , repetitively stretched out to feature length , awash in self-consciously flashy camera effects , droning house music and flat , flat dialogue . ",neg
"a classy , sprightly spin on film . ",pos
"[fiji diver rusi vulakoro and the married couple howard and michelle hall] show us the world they love and make us love it , too . ",pos
"behind the glitz , hollywood is sordid and disgusting . quelle surprise ! ",neg
"let's hope -- shall we ? -- that the 'true story' by which all the queen's men is allegedly "" inspired "" was a lot funnier and more deftly enacted than what's been cobbled together onscreen . ",neg
"bleakly funny , its characters all the more touching for refusing to pity or memorialize themselves . ",pos
"'pocas ideas interesantes , un final pseudo místico que no corresponde al tono general del filme y que deja una sensación de inconformidad que hace pensar más de una vez si vale la pena ir a la taquilla y reclamar el precio del boleto . '",neg
"though it's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . ",pos
"it's better than mid-range steven seagal , but not as sharp as jet li on rollerblades . ",neg
"a delightful stimulus for the optic nerves , so much that it's forgivable that the plot feels like every other tale of a totalitarian tomorrow . ",pos
you never know where changing lanes is going to take you but it's a heck of a ride . samuel l . jackson is one of the best actors there is . ,pos
"the problem is not that it's all derivative , because plenty of funny movies recycle old tropes . the problem is that van wilder does little that is actually funny with the material . ",neg
"if deuces wild had been tweaked up a notch it would have become a camp adventure , one of those movies that's so bad it starts to become good . but it wasn't . ",neg
"even if you have no interest in the gang-infested , east-vs . -west coast rap wars , this modern mob music drama never fails to fascinate . ",pos
"the problem with concept films is that if the concept is a poor one , there's no saving the movie . sorry , charlie",neg
"it's hard to imagine anybody ever being "" in the mood "" to view a movie as harrowing and painful as the grey zone , but it's equally hard to imagine anybody being able to tear their eyes away from the screen once it's started . ",pos
"it's a brilliant , honest performance by nicholson , but the film is an agonizing bore except when the fantastic kathy bates turns up . bravado kathy ! ",neg
exciting documentary . ,pos
"merely ( and literally ) tosses around sex toys and offers half-hearted paeans to empowerment that are repeatedly undercut by the brutality of the jokes , most at women's expense . ",neg
"watching it is rather like an overlong visit from a large group of your relatives . as your relatives swap one mundane story after another , you begin to wonder if they are ever going to depart . ",neg
"the film has too many spots where it's on slippery footing , but is acceptable entertainment for the entire family and one that's especially fit for the kiddies . ",neg
"it plays like a big-budget , after-school special with a generous cast , who at times lift the material from its well-meaning clunkiness . ",neg
"most fish stories are a little peculiar , but this is one that should be thrown back in the river . ",neg
"assured , glossy and shot through with brittle desperation . ",pos
"the actors don't inhabit their roles -- they're trapped by them , forced to change behavior in bizarre unjustified fashion and spout dialog that consists mostly of platitudes . ",neg
the film's implicit premise is that the faith of the tonga people is in every way inferior to that of john . ,neg
"goyer's screenplay and direction are thankfully understated , and he has drawn excellent performances from his cast . ",pos
possibly the most irresponsible picture ever released by a major film studio . ,neg
it's a great american adventure and a wonderful film to bring to imax . ,pos
"dogtown and z-boys more than exposes the roots of the skateboarding boom that would become "" the punk kids' revolution . "" ",pos
"the subtle strength of "" elling "" is that it never loses touch with the reality of the grim situation . ",pos
enticing and often funny documentary . ,pos
"this is for the most part a useless movie , even with a great director at the helm . ",neg
leaves viewers out in the cold and undermines some phenomenal performances . ,neg
"tends to pile too many "" serious issues "" on its plate at times , yet remains fairly light , always entertaining , and smartly written . ",pos
"sheridan is painfully bad , a fourth-rate jim carrey who doesn't understand the difference between dumb fun and just plain dumb . ",neg
"will only satisfy those who can't tell the difference between the good , the bad and the ugly . ",neg
a passionately inquisitive film determined to uncover the truth and hopefully inspire action . ,pos
"silly stuff , all mixed up together like a term paper from a kid who can't quite distinguish one sci-fi work from another . ",neg
"if you like blood , guts and crazy beasts stalking men with guns though . . . you will likely enjoy this monster . ",pos
"the problem with this film is that it's forced to make its characters idiots in order to advance the plot . had anyone here done anything remotely intelligent , we all could have stopped watching long ago . ",neg
"might have been better off as a documentary , with less of mr . eyre's uninspired dramatics and more of his sense of observation and outrage . ",neg
"despite some comic sparks , welcome to collinwood never catches fire . ",neg
lovely and poignant . puts a human face on a land most westerners are unfamiliar with . ,pos
"this odd , distant portuguese import more or less borrows from bad lieutenant and les vampires , and comes up with a kind of art-house gay porn film . ",pos
"ultimately too repellent to fully endear itself to american art house audiences , but it is notable for its stylistic austerity and forcefulness . ",pos
"there's a scientific law to be discerned here that producers would be well to heed : mediocre movies start to drag as soon as the action speeds up ; when the explosions start , they fall to pieces . ",neg
"it's refreshing that someone understands the need for the bad boy ; diesel , with his brawny frame and cool , composed delivery , fits the bill perfectly . ",neg
"this concoction , so bizarre to the adult mind , is actually a charming triumph where its intended under-12 audience is concerned . ",pos
"all's well that ends well , and rest assured , the consciousness-raising lessons are cloaked in gross-out gags . ",neg
takes a simple premise and carries it to unexpected heights . ,pos
"julie davis is the kathie lee gifford of film directors , sadly proving once again ego doesn't always go hand in hand with talent . ",neg
"the narrator and the other characters try to convince us that acting transfigures esther , but she's never seen speaking on stage ; one feels cheated , and esther seems to remain an unchanged dullard . ",neg
"the trouble with making this queen a thoroughly modern maiden is that it also makes her appear foolish and shallow rather than , as was more likely , a victim of mental illness . ",neg
"the movie itself is far from disappointing , offering an original take on courtroom movies , a few nifty twists that are so crucial to the genre and another first-rate performance by top-billed star bruce willis . ",pos
"with miscast leads , banal dialogue and an absurdly overblown climax , killing me softly belongs firmly in the so-bad-it's-good camp . ",neg
a muddle splashed with bloody beauty as vivid as any scorsese has ever given us . ,pos
"there's no emotional pulse to solaris . with an emotional sterility to match its outer space setting , soderbergh's spectacular swing for the fence yields only a spectacular whiff . ",neg
"eastwood is an icon of moviemaking , one of the best actors , directors and producers around , responsible for some excellent work . but even a hero can stumble sometimes . ",neg
the film goes from being an unusual sci-fi character study to a chase flick that detracts from its ending . ,neg
"led by griffin's smartly nuanced performance and enthusiasm , the cast has a lot of fun with the material . ",pos
all these developments and challenges facing santa weigh down the plot so heavily that they drain all the film of its energy and needlessly strain credibility . ,neg
"with its hint of an awkward hitchcockian theme in tact , harmon's daunting narrative promotes a reasonable landscape of conflict and pathos to support the scattershot terrorizing tone",pos
"there's no point of view , no contemporary interpretation of joan's prefeminist plight , so we're left thinking the only reason to make the movie is because present standards allow for plenty of nudity . ",neg
"this cinema verite speculation on the assassination of john f . kennedy may have been inspired by blair witch , but it takes its techniques into such fresh territory that the film never feels derivative . ",pos
"it's a sweet , laugh-a-minute crowd pleaser that lifts your spirits as well as the corners of your mouth . ",pos
"it's an example of sophisticated , challenging filmmaking that stands , despite its noticeable lack of emotional heft , in welcome contrast to the indulgent dead-end experimentation of the director's previous full frontal . ",pos
an intense and effective film about loneliness and the chilly anonymity of the environments where so many of us spend so much of our time . ,pos
"squandering his opportunity to make absurdist observations , burns gets caught up in the rush of slapstick thoroughfare . ",neg
"just because it really happened to you , honey , doesn't mean that it's interesting to anyone else . ",neg
japan's premier stylist of sex and blood hits audiences with what may be his most demented film to date . ,pos
elling builds gradually until you feel fully embraced by this gentle comedy . ,pos
occasionally amateurishly made but a winsome cast and nice dialogue keeps it going . ,pos
"in this film , aussie david caesar channels the not-quite-dead career of guy ritchie . ",neg
"a delectable and intriguing thriller filled with surprises , read my lips is an original . this is a story of two misfits who don't stand a chance alone , but together they are magnificent . ",pos
"the film feels formulaic , its plot and pacing typical hollywood war-movie stuff , while the performances elicit more of a sense of deja vu than awe . ",neg
"has all the values of a straight-to-video movie , but because it has a bigger-name cast , it gets a full theatrical release . ",neg
"an uncomfortable movie , suffocating and sometimes almost senseless , the grey zone does have a center , though a morbid one . ",pos
"although largely a heavy-handed indictment of parental failings and the indifference of spanish social workers and legal system towards child abuse , the film retains ambiguities that make it well worth watching . ",pos
"safe conduct , however ambitious and well-intentioned , fails to hit the entertainment bull's-eye . ",neg
pleasant but not more than recycled jock piffle . ,neg
a flawed but engrossing thriller . ,pos
"watching queen of the damned is like reading a research paper , with special effects tossed in . ",neg
"a stupid , derivative horror film that substitutes extreme gore for suspense . ",neg
"this isn't a "" friday "" worth waiting for . ",neg
compellingly watchable . ,pos
the only young people who possibly will enjoy it are infants . . . who might be distracted by the movie's quick movements and sounds . ,neg
"unfortunately , it's also not very good . especially compared with the television series that inspired the movie . ",neg
"the best you can say about it is it's so uninspired , it barely gives one pause when considering some of the other dreck out there right now . ",neg
"alas , the black-and-white archival footage of their act showcases pretty mediocre shtick . ",neg
"oedekerk mugs mercilessly , and the genuinely funny jokes are few and far between . ",neg
"plods along , minus the twisted humor and eye-popping visuals that have made miike . . . a cult hero . ",neg
this is the kind of movie that gets a quick release before real contenders arrive in september . ,neg
comes . . . uncomfortably close to coasting in the treads of the bicycle thief . ,neg
"[taylor] takes us on a ride that's consistently surprising , easy to watch -- but , oh , so dumb . ",neg
what's really so appealing about the characters is their resemblance to everyday children . ,pos
the disjointed mess flows as naturally as jolie's hideous yellow 'do . ,neg
"aside from showing us in explicit detail how difficult it is to win over the two-drink-minimum crowd , there's little to be learned from watching 'comedian'",neg
"impostor doesn't do much with its template , despite a remarkably strong cast . ",neg
a deviant topical comedy which is funny from start to finish . ,pos
"the makers of divine secrets of the ya-ya sisterhood should offer a free ticket ( second prize , of course , two free tickets ) to anyone who can locate a genuinely honest moment in their movie . ",neg
"this version's no classic like its predecessor , but its pleasures are still plentiful . ",pos
"a culture-clash comedy that , in addition to being very funny , captures some of the discomfort and embarrassment of being a bumbling american in europe . ",pos
"minority report is exactly what the title indicates , a report . ",neg
"star trek : nemesis meekly goes where nearly every star trek movie has gone before . wince-inducing dialogue , thrift-shop costumes , prosthetic makeup by silly putty and kmart blue-light-special effects all conspire to test trekkie loyalty . ",neg
"silly , loud and goofy . ",neg
reno himself can take credit for most of the movie's success . he's one of the few 'cool' actors who never seems aware of his own coolness . ,pos
"o ótimo esforço do diretor acaba sendo frustrado pelo roteiro , que , depois de levar um bom tempo para colocar a trama em andamento , perde-se de vez a partir do instante em que os estranhos acontecimentos são explicados . ",neg
sometimes smart but more often sophomoric . ,neg
charlize chases kevin with a gun . courtney chases stuart with a cell phone . the sound of gunfire and cell phones ringing . ,neg
"the best thing the film does is to show us not only what that mind looks like , but how the creative process itself operates . ",pos
"huppert gives erika a persona that is so intriguing that you find yourself staring hypnotically at her , trying to understand her and wondering if she'll crack . ",pos
"while [hill] has learned new tricks , the tricks alone are not enough to salvage this lifeless boxing film . ",neg
"it delivers some chills and sustained unease , but flounders in its quest for deeper meaning . ",neg
a cautionary tale about the grandiosity of a college student who sees himself as impervious to a fall . ,pos
"for all the time we spend with these people , we never really get inside of them . ",neg
"both heartbreaking and heartwarming . . . just a simple fable done in an artless sytle , but it's tremendously moving . ",pos
"without [de niro] , city by the sea would slip under the waves . he drags it back , single-handed . ",pos
"happily , some things are immune to the folly of changing taste and attitude . for proof of that on the cinematic front , look no further than this 20th anniversary edition of the film that spielberg calls , retrospectively , his most personal work yet . ",pos
"oft-described as the antidote to american pie-type sex comedies , it actually has a bundle in common with them , as the film diffuses every opportunity for a breakthrough",neg
"in between the icy stunts , the actors spout hilarious dialogue about following your dream and 'just letting the mountain tell you what to do . '",neg
"jaunty fun , with its celeb-strewn backdrop well used . ",pos
"the trick when watching godard is to catch the pitch of his poetics , savor the pleasure of his sounds and images , and ponder the historical , philosophical , and ethical issues that intersect with them . ",pos
"schmaltzy and unfunny , adam sandler's cartoon about hanukkah is numbingly bad , little nicky bad , 10 worst list bad . ",neg
"zhang yimou delivers warm , genuine characters who lie not through dishonesty , but because they genuinely believe it's the only way to bring happiness to their loved ones . ",pos
"from the dull , surreal ache of mortal awareness emerges a radiant character portrait . ",pos
 . . . this movie has a glossy coat of action movie excess while remaining heartless at its core . ,neg
"fairy-tale formula , serves as a paper skeleton for some very good acting , dialogue , comedy , direction and especially charm . ",pos
a compelling coming-of-age drama about the arduous journey of a sensitive young girl through a series of foster homes and a fierce struggle to pull free from her dangerous and domineering mother's hold over her . ,pos
"we could have expected a little more human being , and a little less product . ",neg
"by the standards of knucklehead swill , the hot chick is pretty damned funny . ",pos
this strenuously unfunny showtime deserves the hook . ,neg
 . . . del toro maintains a dark mood that makes the film seem like something to endure instead of enjoy . ,neg
the plot's contrivances are uncomfortably strained . ,neg
"godard has never made a more sheerly beautiful film than this unexpectedly moving meditation on love , history , memory , resistance and artistic transcendence . ",pos
the master of disguise falls under the category of 'should have been a sketch on saturday night live . ',neg
"i know we're not supposed to take it seriously , but i can't shake the thought that undercover brother missed an opportunity to strongly present some profound social commentary . ",neg
"frida is certainly no disaster , but neither is it the kahlo movie frida fans have been looking for . ",neg
 . . . stumbles over every cheap trick in the book trying to make the outrage come even easier . ,neg
"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters",pos
"this is a monumental achievement in practically every facet of inept filmmaking : joyless , idiotic , annoying , heavy-handed , visually atrocious , and often downright creepy . ",neg
his work transcends the boy-meets-girl posturing of typical love stories . ,pos
instead of building to a laugh riot we are left with a handful of disparate funny moments of no real consequence . ,neg
one from the heart . ,pos
"not a film to rival to live , but a fine little amuse-bouche to keep your appetite whetted . ",pos
"every now and again , a movie comes along to remind us of how very bad a motion picture can truly be . frank mcklusky c . i . is that movie ! ",neg
a tasty slice of droll whimsy . ,pos
"a lot of the credit for the film's winning tone must go to grant , who hasn't lost a bit of the dry humor that first made audiences on both sides of the atlantic love him . ",pos
"a tone of rueful compassion . . . reverberates throughout this film , whose meaning and impact is sadly heightened by current world events . ",pos
"to my taste , the film's comic characters come perilously close to being amoses and andys for a new generation . ",neg
"a terrific date movie , whatever your orientation . ",pos
"funny , sexy , devastating and incurably romantic . ",pos
below is well below expectations . ,neg
it's never a good sign when a film's star spends the entirety of the film in a coma . it's a worse sign when you begin to envy her condition . ,neg
"it's hard to believe that a relationship like holly and marina's could survive the hothouse emotions of teendom , and its longevity gets more inexplicable as the characterizations turn more crassly reductive . ",neg
too lazy to take advantage of its semi-humorous premise . ,neg
"meandering , sub-aquatic mess : it's so bad it's good , but only if you slide in on a freebie . ",neg
return to neverland manages to straddle the line between another classic for the company and just another run-of-the-mill disney sequel intended for the home video market . ,neg
"it's dull , spiritless , silly and monotonous : an ultra-loud blast of pointless mayhem , going nowhere fast . ",neg
close enough in spirit to its freewheeling trash-cinema roots to be a breath of fresh air . ,pos
its one-sidedness . . . flirts with propaganda . ,neg
"divertingly ridiculous , headbangingly noisy . ",neg
"the way the roundelay of partners functions , and the interplay within partnerships and among partnerships and the general air of gator-bashing are consistently delightful . ",pos
it's a shame the marvelous first 101 minutes have to be combined with the misconceived final 5 . ,pos
got a david lynch jones ? then you'd do well to check this one out because it's straight up twin peaks action . . . ,pos
"this cuddly sequel to the 1999 hit is a little more visually polished , a little funnier , and a little more madcap . ",pos
candid and comfortable ; a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work . ,pos
"it's a drawling , slobbering , lovable run-on sentence of a film , a southern gothic with the emotional arc of its raw blues soundtrack . ",pos
there are few things more frustrating to a film buff than seeing an otherwise good movie marred beyond redemption by a disastrous ending . ,neg
"if there was any doubt that peter o'fallon didn't have an original bone in his body , a rumor of angels should dispel it . ",neg
"beneath the uncanny , inevitable and seemingly shrewd facade of movie-biz farce . . . lies a plot cobbled together from largely flat and uncreative moments . ",neg
an exhausting family drama about a porcelain empire and just as hard a flick as its subject matter . ,neg
a wildly inconsistent emotional experience . ,neg
thumbs up to paxton for not falling into the hollywood trap and making a vanity project with nothing new to offer . ,pos
"instead of a witty expose on the banality and hypocrisy of too much kid-vid , we get an ugly , mean-spirited lashing out by an adult who's apparently been forced by his kids to watch too many barney videos . ",neg
"what's the most positive thing that can be said about the new rob schneider vehicle ? well , it's not as pathetic as the animal . ",neg
director tom shadyac and star kevin costner glumly mishandle the story's promising premise of a physician who needs to heal himself . ,neg
"though the violence is far less sadistic than usual , the film is typical miike : fast , furious and full of off-the-cuff imaginative flourishes . ",pos
"a moving essay about the specter of death , especially suicide . ",pos
"not far beneath the surface , this reconfigured tale asks disturbing questions about those things we expect from military epics . ",pos
a polished and vastly entertaining caper film that puts the sting back into the con . ,pos
"despite all evidence to the contrary , this clunker has somehow managed to pose as an actual feature movie , the kind that charges full admission and gets hyped on tv and purports to amuse small children and ostensible adults . ",neg
"nothing here seems as funny as it did in analyze this , not even joe viterelli as de niro's right-hand goombah . ",neg
an original little film about one young woman's education . ,pos
"a somewhat crudely constructed but gripping , questing look at a person so racked with self-loathing , he becomes an enemy to his own race . ",pos
"a rather brilliant little cult item : a pastiche of children's entertainment , superhero comics , and japanese animation . ",pos
an ideal love story for those intolerant of the more common saccharine genre . ,pos
"just entertaining enough not to hate , too mediocre to love . ",neg
"even bigger and more ambitious than the first installment , spy kids 2 looks as if it were made by a highly gifted 12-year-old instead of a grown man . ",pos
